OBJECTID *,Shape *,FID_CRASH_PHILADELPHIA_2019_XYTableToPoint,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,CRN,DAY_OF_WEEK,DEC_LAT,DEC_LONG,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROAD_CONDITION,SCH_BUS_IND,SCH_ZONE_IND,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,ROADWAY_CLEARED,WEATHER1,WEATHER2,WZ_WORKERS_INJ_KILLED,SECONDARY_CRASH,INTERSECTION_RELATED,FID_POLYLINE_30ftbuffer,BUFF_DIST,ORIG_FID
81,Point,5397,2117,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,8,2020,2020061512,7,39.9867,-75.2076,2106,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,20,3,0,1,0,39 59:12.288,<Null>,2,75 12:27.201,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,1,<Null>,0,0,1,3,2,<Null>,2041,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
82,Point,5476,42,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,8,2020,2020062698,2,39.9858,-75.2156,42,6,0,0,0,1,0,0,0,0,<Null>,0,0,0,23,3,2,1,0,39 59:08.741,<Null>,0,75 12:56.531,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,8,N,N,0,<Null>,1,0,0,3,2,<Null>,2318,2,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,4,<Null>,N,<Null>,1,30,0
83,Point,5519,952,0,0,0,0,0,0,0,0,0,1,0,<Null>,67,7,2020,2020063032,6,39.9718,-75.2119,951,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,9,1,4,0,1,39 58:18.602,2,0,75 12:42.927,4,0,0,0,67301,0,0,0,N,0,0,0,5,67301,4,<Null>,1,9,N,N,1,<Null>,0,0,1,3,2,N,930,4,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,100,7,7,<Null>,N,Y,1,30,0
84,Point,5630,116,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,8,2020,2020063780,6,39.9666,-75.2135,114,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,22,3,1,1,0,39 57:59.705,<Null>,0,75 12:48.690,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,9,N,N,0,<Null>,1,0,1,3,2,<Null>,2243,1,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
85,Point,5770,1901,2,0,0,0,0,0,0,0,0,5,0,<Null>,67,7,2020,2020065218,6,39.9786,-75.2137,1901,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,1,3,0,1,39 58:43.102,1,0,75 12:49.490,8,0,0,0,67301,0,0,0,N,0,0,0,3,68K01,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,N,1901,3,2,0,0,2,3,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1901,3,<Null>,<Null>,<Null>,<Null>,1,30,0
86,Point,5904,2214,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,8,2020,2020066713,3,39.9732,-75.2122,2214,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,22,3,2,1,1,39 58:23.653,4,0,75 12:44.012,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,2,0,1,3,2,N,2214,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,50,3,3,<Null>,N,<Null>,1,30,0
87,Point,6066,1148,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,8,2020,2020068246,5,39.9858,-75.2156,2325,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,1,1,1,0,39 59:08.741,<Null>,0,75 12:56.531,8,0,0,1,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1940,1,2,0,0,0,1,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
88,Point,6632,1334,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,8,2020,2020074446,2,39.9697,-75.2115,1327,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,1,1,0,39 58:10.789,<Null>,0,75 12:41.484,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,0,0,<Null>,1310,1,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
89,Point,6735,200,2,0,0,0,0,0,0,0,0,5,0,<Null>,67,9,2020,2020075815,3,39.9565,-75.2145,152,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,0,3,0,0,0,39 57:23.470,<Null>,0,75 12:52.040,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,6,1,N,N,0,<Null>,0,0,0,0,0,<Null>,30,0,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N,1,30,0
90,Point,7117,614,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,9,2020,2020079686,4,39.9732,-75.2122,614,6,0,0,0,0,1,0,0,0,<Null>,0,0,0,6,5,1,1,1,39 58:23.653,6,0,75 12:44.012,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,Y,602,1,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,635,3,<Null>,<Null>,Y,<Null>,1,30,0
91,Point,7650,2333,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,9,2020,2020086200,4,39.9778,-75.2134,2330,6,0,0,0,0,0,0,0,0,<Null>,1,0,0,23,3,2,1,0,39 58:39.965,<Null>,0,75 12:48.419,1,0,0,0,67301,3,1,1,N,3,1,1,4,67301,1,2,5,9,N,N,0,0,0,1,1,3,2,<Null>,2325,2,4,0,0,1,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N,1,30,0
92,Point,8391,1557,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,11,2020,2020099986,6,39.9556,-75.2146,1552,6,0,0,0,0,0,0,0,1,<Null>,1,0,0,15,1,0,1,2,39 57:20.217,7,0,75 12:52.754,1,0,0,0,67301,1,1,0,N,1,1,0,3,67301,0,2,1,1,N,N,0,0,0,0,1,3,2,Y,1542,0,2,0,0,1,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1800,3,3,<Null>,N,N,1,30,0
93,Point,8701,1054,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,12,2020,2020108941,3,39.9532,-75.215,1054,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,10,1,0,0,1,39 57:11.610,4,0,75 12:53.930,0,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,0,0,N,1054,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1149,3,3,<Null>,N,N,1,30,0
94,Point,8807,<Null>,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2020,2020112939,3,39.9941,-75.1972,<Null>,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,9,1,1,0,0,39 59:38.580,<Null>,0,75 11:50.040,8,0,0,0,67301,0,0,0,N,0,0,0,2,0,0,<Null>,1,1,<Null>,<Null>,0,<Null>,0,0,1,0,0,<Null>,940,1,2,0,0,0,1,0,3,1,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
95,Point,8817,<Null>,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2020,2020112993,5,39.9865,-75.2051,<Null>,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,15,1,0,2,0,39 59:11.490,<Null>,0,75 12:18.431,0,0,0,0,67301,0,0,0,N,0,0,0,2,0,0,<Null>,1,1,<Null>,<Null>,0,<Null>,0,0,1,3,3,<Null>,1500,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
96,Point,9008,1330,0,0,0,0,0,0,0,0,0,6,0,<Null>,67,3,2020,2021004116,1,39.9858,-75.2156,<Null>,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,1,1,0,39 59:08.888,<Null>,0,75 12:56.190,8,0,0,0,67301,0,0,0,N,0,0,0,3,0,0,<Null>,1,1,<Null>,<Null>,0,<Null>,0,0,2,3,2,<Null>,1330,1,3,0,0,0,1,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
97,Point,9054,1817,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,7,2020,2021011192,2,39.9786,-75.2136,<Null>,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,18,1,0,1,0,39 58:42.950,<Null>,0,75 12:49.048,0,0,0,0,67301,0,0,0,N,0,0,0,2,0,0,<Null>,1,1,<Null>,<Null>,0,<Null>,0,0,0,3,2,<Null>,1817,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
98,Point,9199,2057,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2020,2020089573,7,39.9529,-75.2122,2056,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,20,3,1,1,0,39 57:10.335,<Null>,0,75 12:43.862,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,2053,1,2,0,0,1,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
99,Point,9200,2005,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2020,2020089572,7,39.9571,-75.2143,1958,6,0,0,0,1,0,0,0,0,<Null>,0,0,0,19,3,2,1,0,39 57:25.696,<Null>,0,75 12:51.617,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,2,0,0,3,2,<Null>,1953,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
100,Point,9325,1006,2,0,0,0,0,0,0,0,0,6,0,<Null>,67,11,2020,2020095296,5,39.9723,-75.212,1005,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,10,1,0,0,0,39 58:20.309,<Null>,0,75 12:43.283,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,9,1,N,N,1,<Null>,0,0,1,0,0,<Null>,1000,0,4,0,0,0,0,0,3,0,4,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N,1,30,0
101,Point,10063,110,2,0,0,0,0,0,0,0,0,5,0,<Null>,67,12,2020,2020113360,3,39.9551,-75.2148,100,6,0,0,0,1,0,0,0,0,<Null>,0,0,0,0,3,0,0,0,39 57:18.480,<Null>,0,75 12:53.110,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,0,0,<Null>,47,0,3,0,0,1,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,Y,N,1,30,0
102,Point,222,317,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2021,2021006017,6,39.9762,-75.213,316,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,3,3,0,2,2,39 58:34.181,6,0,75 12:46.765,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,4,1,N,N,0,<Null>,0,0,0,0,0,Y,316,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,500,3,3,<Null>,N,<Null>,1,30,0
103,Point,278,905,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,2,2021,2021016038,3,39.9732,-75.2122,858,6,0,0,0,0,0,0,0,0,<Null>,0,1,0,8,1,1,1,0,39 58:23.653,<Null>,0,75 12:44.012,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,9,N,N,0,<Null>,1,0,0,3,2,<Null>,841,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,7,<Null>,N,<Null>,1,30,0
104,Point,281,2311,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,4,2021,2021030234,5,39.9732,-75.2122,2311,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,22,3,0,1,0,39 58:23.653,<Null>,0,75 12:44.012,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,2230,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
105,Point,696,1851,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,1,2021,2021005962,6,40.0147,-75.2058,1844,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,18,3,1,1,0,40 00:53.344,<Null>,0,75 12:22.970,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,<Null>,1842,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
106,Point,906,1156,1,0,0,0,0,0,0,0,0,2,0,<Null>,67,1,2021,2021008848,1,39.9697,-75.2115,1156,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,11,1,1,1,0,39 58:10.789,<Null>,0,75 12:41.484,4,0,0,0,67301,0,0,0,N,0,0,0,5,67301,1,<Null>,1,1,N,N,0,<Null>,0,0,2,3,2,<Null>,1152,1,3,0,0,1,0,1,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
107,Point,1055,2140,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,2,2021,2021015426,6,39.9839,-75.2151,2127,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,20,3,1,0,0,39 59:02.207,<Null>,0,75 12:54.354,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,4,1,N,N,0,<Null>,1,0,0,0,0,<Null>,2056,1,1,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N,1,30,0
108,Point,1229,1736,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,3,2021,2021027333,3,39.9762,-75.213,1717,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,16,1,2,3,0,39 58:34.181,<Null>,0,75 12:46.765,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,2,0,1,0,0,<Null>,1645,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
109,Point,1233,1121,1,0,0,0,0,0,1,0,0,4,1,<Null>,67,7,2021,2021075189,4,39.9564,-75.2145,1121,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,11,1,2,1,0,39 57:22.874,<Null>,0,75 12:52.174,8,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,3,<Null>,1102,2,3,0,0,0,2,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
110,Point,1356,1550,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,3,2021,2021032474,2,39.9867,-75.2083,1550,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,15,1,1,3,2,39 59:11.940,1,0,75 12:30.186,8,0,0,0,67301,0,0,0,N,0,0,0,2,68K01,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,3,N,1550,1,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1620,3,<Null>,<Null>,N,<Null>,1,30,0
111,Point,1683,103,2,0,0,0,0,0,0,0,0,6,0,<Null>,67,6,2021,2021064280,2,39.9858,-75.2135,102,6,0,1,0,0,0,0,0,0,<Null>,0,0,0,0,3,0,0,0,39 59:08.880,<Null>,0,75 12:48.560,0,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,0,0,<Null>,50,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
112,Point,1753,624,1,0,0,0,0,0,0,0,0,6,0,<Null>,67,2,2021,2021015478,6,39.9854,-75.2127,617,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,6,5,0,0,0,39 59:07.350,<Null>,0,75 12:45.860,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,1,<Null>,0,0,1,0,0,<Null>,606,0,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N,1,30,0
113,Point,1828,1105,2,0,0,0,0,0,0,0,0,5,0,<Null>,67,6,2021,2021053570,2,40.0147,-75.2058,1056,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,10,1,4,2,0,40 00:53.344,<Null>,0,75 12:22.970,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,4,0,1,3,2,<Null>,1050,4,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
114,Point,1844,520,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,8,2021,2021075376,4,39.9732,-75.2122,520,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,5,5,0,1,0,39 58:23.644,<Null>,0,75 12:44.010,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,520,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
115,Point,2015,730,0,0,0,0,0,0,0,0,0,7,0,<Null>,67,5,2021,2021044614,7,40.0149,-75.2066,711,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,5,1,1,0,2,40 00:53.580,7,3,75 12:23.843,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,4,1,N,N,0,<Null>,1,0,1,0,0,N,500,1,1,0,0,1,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,913,3,3,<Null>,N,N,1,30,0
116,Point,2682,153,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,6,2021,2021064281,2,39.9857,-75.2133,153,6,0,0,0,1,0,0,0,0,<Null>,0,1,0,1,3,1,0,0,39 59:08.470,<Null>,0,75 12:47.770,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,0,0,<Null>,153,1,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
117,Point,2715,258,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,2,2021,2021012838,1,39.9856,-75.2132,249,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,2,3,2,1,0,39 59:08.260,<Null>,0,75 12:47.375,4,0,0,0,67301,0,0,0,N,0,0,0,3,67301,2,<Null>,1,1,N,N,0,<Null>,0,0,0,3,3,<Null>,247,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
118,Point,3434,2051,2,0,0,0,0,0,0,0,0,1,0,<Null>,67,3,2021,2021027137,6,39.9626,-75.213,2050,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,20,3,0,1,0,39 57:45.290,<Null>,0,75 12:46.959,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,2030,0,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
119,Point,3523,1058,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,3,2021,2021029077,2,39.9529,-75.2122,1947,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,10,1,0,1,0,39 57:10.335,<Null>,0,75 12:43.862,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1045,0,2,0,0,0,0,0,3,1,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
120,Point,3564,1600,1,0,0,0,0,0,0,0,0,8,0,<Null>,67,3,2021,2021027014,6,39.9732,-75.2122,1525,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,15,1,1,1,0,39 58:23.653,<Null>,0,75 12:44.012,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,1502,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
121,Point,3603,226,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,4,2021,2021036269,4,39.9867,-75.2084,225,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,1,3,0,2,0,39 59:11.940,<Null>,2,75 12:30.186,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,3,<Null>,157,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
122,Point,3616,205,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,4,2021,2021033843,3,39.9867,-75.2076,205,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,2,3,0,1,0,39 59:12.288,<Null>,0,75 12:27.201,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,2,9,N,N,0,<Null>,0,0,0,3,2,<Null>,200,0,1,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,<Null>,<Null>,N,<Null>,1,30,0
