OBJECTID *,Shape *,FID_CRASH_PHILADELPHIA_2019_XYTableToPoint,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,CRN,DAY_OF_WEEK,DEC_LAT,DEC_LONG,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROAD_CONDITION,SCH_BUS_IND,SCH_ZONE_IND,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,ROADWAY_CLEARED,WEATHER1,WEATHER2,WZ_WORKERS_INJ_KILLED,SECONDARY_CRASH,INTERSECTION_RELATED,FID_POLYLINE_30ftbuffer,BUFF_DIST,ORIG_FID
39,Point,8223,402,2,0,0,0,0,0,0,0,0,5,0,<Null>,67,10,2019,2019105601,7,39.9593,-75.2139,400,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,3,3,0,0,0,39 57:33.540,<Null>,0,75 12:49.860,9,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,6,1,N,N,0,<Null>,0,0,1,0,0,<Null>,347,0,3,0,0,0,0,1,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
40,Point,8292,1540,1,0,0,0,0,0,0,0,0,8,0,<Null>,67,10,2019,2019106516,1,39.9725,-75.2121,1531,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,15,1,1,10,0,39 58:20.921,<Null>,0,75 12:43.411,8,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,0,0,<Null>,1522,1,2,0,0,0,1,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
41,Point,8708,1430,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2019,2019114845,6,39.9697,-75.2115,1430,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,13,1,0,1,0,39 58:10.789,<Null>,0,75 12:41.484,9,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1340,0,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
42,Point,8919,1005,0,0,0,0,0,0,0,0,0,1,0,<Null>,67,11,2019,2019118358,2,40.0141,-75.2039,1000,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,9,1,0,0,0,40 00:50.636,<Null>,7,75 12:13.957,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,2,0,0,<Null>,900,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,<Null>,<Null>,<Null>,<Null>,1,30,0
43,Point,8925,750,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2019,2019118409,2,39.9556,-75.2146,735,6,0,0,0,0,0,0,0,0,3,0,0,0,7,1,2,1,1,39 57:20.232,4,0,75 12:52.728,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,2,0,0,3,2,N,715,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
44,Point,9415,810,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2019,2019122029,4,39.9867,-75.2083,807,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,8,1,0,3,0,39 59:11.983,<Null>,2,75 12:29.919,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,2,3,3,<Null>,804,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
45,Point,9472,1155,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2019,2019122870,6,39.9786,-75.2136,1147,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,11,1,1,1,0,39 58:42.908,<Null>,0,75 12:49.437,8,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,3,9,2,<Null>,1146,1,4,0,0,0,1,0,3,1,4,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,<Null>,<Null>,<Null>,<Null>,1,30,0
46,Point,10083,935,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,12,2019,2019130376,4,39.9788,-75.2137,930,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,7,1,0,0,0,39 58:43.686,<Null>,0,75 12:49.252,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,5,2,N,N,0,<Null>,0,0,0,3,2,<Null>,715,0,1,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
47,Point,10146,1425,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,12,2019,2019131454,5,39.9697,-75.2115,1425,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,10,1,0,1,0,39 58:10.789,<Null>,0,75 12:41.484,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1000,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
48,Point,10219,1140,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,12,2019,2019132351,6,39.9867,-75.2083,1140,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,11,1,1,0,0,39 59:12.239,<Null>,0,75 12:27.218,3,0,0,0,67301,0,0,0,N,0,0,0,1,68K01,0,<Null>,4,1,N,N,0,<Null>,1,0,0,3,2,<Null>,1140,1,1,0,0,1,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
49,Point,10238,1743,0,0,0,0,0,0,0,0,0,2,0,<Null>,67,12,2019,2019132477,3,39.9992,-75.1934,1715,6,0,1,0,0,0,0,0,0,9,0,0,0,15,1,3,0,0,39 59:57.100,<Null>,0,75 11:36.120,2,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,9,N,N,0,<Null>,0,2,2,0,0,<Null>,1553,3,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,<Null>,<Null>,<Null>,<Null>,1,30,0
50,Point,10632,<Null>,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,1,2019,2020005386,1,39.9697,-75.2115,<Null>,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,3,3,1,1,0,39 58:10.789,<Null>,0,75 12:41.484,8,0,0,0,67301,0,0,0,N,0,0,0,2,0,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,313,1,2,0,0,0,1,0,3,1,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
51,Point,10638,<Null>,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2019,2020005616,6,39.9732,-75.2122,<Null>,6,0,0,1,0,0,0,0,0,<Null>,0,0,0,16,4,1,1,0,39 58:23.653,<Null>,0,75 12:44.012,8,0,0,0,67301,0,0,0,N,0,0,0,4,0,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1630,1,3,0,0,0,1,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
52,Point,10834,<Null>,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,5,2019,2020011861,5,39.9592,-75.2139,<Null>,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,15,1,2,0,0,39 57:33.000,<Null>,0,75 12:50.000,8,0,0,0,67301,0,0,0,N,0,0,0,2,0,0,<Null>,1,1,N,N,1,<Null>,0,0,0,3,2,<Null>,1525,2,2,0,0,0,2,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
53,Point,10898,<Null>,2,0,0,0,0,0,0,0,0,1,0,<Null>,67,7,2019,2020013671,4,39.9867,-75.2085,<Null>,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,18,1,1,3,0,39 59:12.000,<Null>,2,75 12:30.500,8,0,0,0,67301,0,0,0,N,0,0,0,2,0,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,3,<Null>,1830,1,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
54,Point,11117,1600,1,0,1,0,0,0,0,0,0,4,0,<Null>,67,10,2019,2020061706,5,39.986,-75.2144,1600,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,15,1,1,0,0,39 59:09.670,<Null>,0,75 12:51.680,2,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,99,N,N,0,<Null>,0,1,1,0,0,<Null>,1500,1,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,<Null>,<Null>,<Null>,<Null>,1,30,0
55,Point,533,1425,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2020,2020010524,3,39.9697,-75.2115,1418,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,14,1,3,1,0,39 58:10.789,<Null>,0,75 12:41.484,4,0,0,0,67301,0,0,0,N,0,0,0,3,67301,3,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1411,3,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,<Null>,<Null>,1,30,0
56,Point,621,2057,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2020,2020012350,6,39.9626,-75.213,2053,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,20,3,2,1,0,39 57:45.290,<Null>,0,75 12:46.959,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,9,N,N,0,<Null>,2,0,1,9,2,<Null>,2051,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,<Null>,<Null>,<Null>,<Null>,1,30,0
57,Point,650,1540,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2020,2020012671,6,39.9556,-75.2146,1536,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,15,1,2,1,2,39 57:20.206,4,0,75 12:52.512,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,1,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,Y,1536,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1606,3,3,<Null>,<Null>,<Null>,1,30,0
58,Point,870,753,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,2,2020,2020014889,6,39.9786,-75.2136,738,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,7,1,0,1,1,39 58:42.950,4,0,75 12:49.048,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,0,3,2,Y,705,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,100,7,<Null>,<Null>,<Null>,<Null>,1,30,0
59,Point,896,1045,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,2,2020,2020015153,7,39.9545,-75.2149,1011,6,0,0,0,0,0,0,1,0,<Null>,0,0,0,10,1,0,1,0,39 57:16.045,<Null>,0,75 12:53.647,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,3,<Null>,1002,0,2,0,0,2,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,<Null>,<Null>,1,30,0
60,Point,1191,503,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,2,2020,2020018673,4,39.9586,-75.214,503,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,5,3,1,1,2,39 57:30.898,3,0,75 12:50.353,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,9,2,Y,500,1,2,0,0,0,1,2,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,800,3,3,<Null>,<Null>,<Null>,1,30,0
61,Point,1229,1243,0,0,0,0,0,0,0,0,0,7,0,99,67,2,2020,2020019345,5,39.9786,-75.2136,1234,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,12,1,2,1,0,39 58:42.950,<Null>,0,75 12:49.048,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,4,1,N,N,0,<Null>,2,0,1,3,2,<Null>,1228,2,1,0,0,0,0,0,3,0,1,Y,2,1,Y,N,N,Y,Y,N,N,N,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
62,Point,1387,707,3,0,0,0,0,0,0,0,0,2,0,<Null>,67,2,2020,2020020668,6,39.9697,-75.2115,700,6,1,0,0,0,0,0,0,0,<Null>,0,0,0,6,1,1,1,0,39 58:10.789,<Null>,0,75 12:41.484,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,659,1,3,0,0,2,1,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,1,30,0
63,Point,1872,446,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,3,2020,2020026522,6,39.9858,-75.2156,444,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,4,3,1,1,0,39 59:08.888,<Null>,0,75 12:56.190,8,0,0,0,67301,0,0,0,N,0,0,0,2,68K01,0,<Null>,1,9,N,N,0,<Null>,0,0,1,3,2,<Null>,443,1,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,<Null>,<Null>,N,<Null>,1,30,0
64,Point,2176,1438,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,3,2020,2020029671,2,39.9856,-75.2131,1438,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,14,1,2,0,2,39 59:08.080,3,0,75 12:47.030,8,0,0,0,67301,0,0,0,N,0,0,0,2,68K01,0,<Null>,1,9,N,N,1,<Null>,0,0,0,0,0,Y,1438,2,2,0,0,0,2,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1515,7,<Null>,<Null>,<Null>,<Null>,1,30,0
65,Point,2403,1118,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,4,2020,2020031886,2,39.9587,-75.214,1116,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,11,1,0,1,0,39 57:31.195,<Null>,0,75 12:50.358,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1110,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
66,Point,2413,815,2,0,0,0,0,0,0,0,0,6,0,<Null>,67,3,2020,2020031953,7,39.9856,-75.2132,803,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,8,1,1,1,0,39 59:08.260,<Null>,0,75 12:47.375,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,9,N,N,0,<Null>,1,0,0,0,0,<Null>,801,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,7,<Null>,N,N,1,30,0
67,Point,2414,1251,0,0,0,0,0,0,0,0,0,2,0,<Null>,67,3,2020,2020031954,7,39.9856,-75.2132,1245,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,12,1,4,1,0,39 59:08.260,<Null>,0,75 12:47.375,8,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,2,0,0,<Null>,1241,4,2,0,0,0,4,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,7,<Null>,N,<Null>,1,30,0
68,Point,2818,2046,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,4,2020,2020035270,2,39.9586,-75.214,2046,6,0,0,0,0,0,0,1,0,<Null>,0,0,0,19,6,0,1,0,39 57:30.906,<Null>,0,75 12:50.417,9,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,9,99,N,N,0,<Null>,0,0,0,9,2,<Null>,1939,0,1,0,0,0,0,1,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
69,Point,2919,1540,1,0,0,0,0,0,0,0,0,8,0,<Null>,67,5,2020,2020036121,7,39.9529,-75.2122,1534,6,0,0,0,0,0,0,0,1,<Null>,0,0,0,15,1,1,1,0,39 57:10.335,<Null>,0,75 12:43.862,8,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1532,1,2,0,0,0,1,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
70,Point,3047,1835,3,0,0,0,0,0,0,0,0,4,0,<Null>,67,5,2020,2020036921,3,39.9858,-75.2156,1835,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,18,1,1,1,0,39 59:08.888,<Null>,0,75 12:56.190,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,1820,1,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,4,<Null>,N,N,1,30,0
71,Point,3491,558,1,0,0,0,0,0,0,0,0,5,0,<Null>,67,5,2020,2020041241,2,39.9663,-75.2135,538,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,4,3,0,0,1,39 57:58.640,5,0,75 12:48.570,9,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,6,1,N,N,0,<Null>,0,0,1,0,0,Y,430,0,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,640,3,<Null>,<Null>,N,N,1,30,0
72,Point,3499,735,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,5,2020,2020041249,6,39.9766,-75.2131,728,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,7,1,0,2,0,39 58:35.613,<Null>,0,75 12:47.140,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,0,0,<Null>,725,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
73,Point,3932,52,2,0,0,0,0,0,0,0,0,1,0,<Null>,67,6,2020,2020046366,7,39.9867,-75.2076,52,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,23,3,0,1,0,39 59:12.288,<Null>,2,75 12:27.201,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,2345,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
74,Point,4153,528,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,6,2020,2020048529,1,39.9732,-75.2122,528,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,5,3,0,1,0,39 58:23.653,<Null>,0,75 12:44.012,9,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,3,1,N,N,0,<Null>,0,0,0,3,2,<Null>,500,0,1,0,0,0,0,1,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
75,Point,4256,1729,1,0,0,0,0,0,0,0,0,8,0,<Null>,67,6,2020,2020049643,3,39.9725,-75.2121,1721,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,15,1,1,3,0,39 58:20.921,<Null>,0,75 12:43.411,8,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,0,0,<Null>,1507,1,2,0,0,0,1,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
76,Point,4424,2334,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,7,2020,2020051874,4,39.9854,-75.2115,2330,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,23,2,1,0,0,39 59:07.600,<Null>,0,75 12:41.400,4,0,0,0,67301,0,0,0,N,0,0,0,1,67301,1,<Null>,4,1,N,N,0,<Null>,0,0,0,0,0,<Null>,2319,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
77,Point,4436,850,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,7,2020,2020051989,4,39.9586,-75.214,847,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,8,3,1,1,0,39 57:30.898,<Null>,1,75 12:50.353,2,0,1,1,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,1,<Null>,0,1,1,3,2,<Null>,844,1,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
78,Point,4848,1832,0,0,0,1,0,0,0,0,0,4,0,<Null>,67,7,2020,2020056351,5,39.9803,-75.2141,1828,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,18,1,1,1,0,39 58:48.993,<Null>,0,75 12:51.108,3,0,0,0,67301,1,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,1823,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
79,Point,4867,1230,1,0,0,0,0,0,0,0,0,2,0,<Null>,67,7,2020,2020056656,3,39.9732,-75.2122,1214,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,12,8,0,1,0,39 58:23.653,<Null>,0,75 12:44.012,9,0,0,1,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1213,0,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
80,Point,5123,1434,0,0,0,0,0,0,0,0,0,1,0,<Null>,67,7,2020,2020059022,4,39.9605,-75.2136,1434,6,0,0,1,0,0,0,0,0,<Null>,0,0,0,14,1,2,0,0,39 57:37.640,<Null>,0,75 12:48.850,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,2,0,1,0,0,<Null>,1410,2,2,0,0,0,0,0,3,1,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
