OBJECTID *,Shape *,FID_POLYLINE_2_30ftbuffer,BUFF_DIST,ORIG_FID,FID_CRASH_PHILADELPHIA_2019_XYTableToPoint,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,CRN,DAY_OF_WEEK,DEC_LAT,DEC_LONG,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROAD_CONDITION,SCH_BUS_IND,SCH_ZONE_IND,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,ROADWAY_CLEARED,WEATHER1,WEATHER2,WZ_WORKERS_INJ_KILLED,SECONDARY_CRASH,INTERSECTION_RELATED
36,Point,1,30,0,9667,1957,2,0,0,0,0,0,0,0,0,2,0,<Null>,67,12,2020,2020110246,1,39.9504,-75.1926,1955,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,3,0,1,0,39 57:01.592,<Null>,0,75 11:33.415,0,0,0,0,67301,0,0,0,N,0,0,0,2,67504,0,<Null>,1,6,N,N,0,<Null>,0,0,0,3,2,<Null>,1954,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N
1,Point,1,30,0,515,1833,0,0,0,0,0,0,0,0,0,7,0,<Null>,67,10,2021,2021107843,7,39.9505,-75.1928,1829,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,18,4,0,0,0,39 57:01.680,<Null>,0,75 11:34.030,0,0,0,0,67301,0,0,0,N,0,0,0,1,67504,0,<Null>,4,1,N,N,0,<Null>,0,0,1,0,0,<Null>,1828,0,1,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,Y,N
3,Point,1,30,0,696,1851,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,1,2021,2021005962,6,40.0147,-75.2058,1844,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,18,3,1,1,0,40 00:53.344,<Null>,0,75 12:22.970,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,<Null>,1842,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
4,Point,1,30,0,1828,1105,2,0,0,0,0,0,0,0,0,5,0,<Null>,67,6,2021,2021053570,2,40.0147,-75.2058,1056,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,10,1,4,2,0,40 00:53.344,<Null>,0,75 12:22.970,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,4,0,1,3,2,<Null>,1050,4,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
5,Point,1,30,0,2015,730,0,0,0,0,0,0,0,0,0,7,0,<Null>,67,5,2021,2021044614,7,40.0149,-75.2066,711,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,5,1,1,0,2,40 00:53.580,7,3,75 12:23.843,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,4,1,N,N,0,<Null>,1,0,1,0,0,N,500,1,1,0,0,1,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,913,3,3,<Null>,N,N
7,Point,1,30,0,2734,1354,3,0,0,0,0,0,0,0,0,4,0,<Null>,67,1,2021,2021008257,1,39.9525,-75.2093,1354,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,0,1,0,39 57:09.028,<Null>,0,75 12:33.361,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1354,0,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,Y,<Null>
9,Point,1,30,0,3523,1058,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,3,2021,2021029077,2,39.9529,-75.2122,1947,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,10,1,0,1,0,39 57:10.335,<Null>,0,75 12:43.862,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1045,0,2,0,0,0,0,0,3,1,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
12,Point,1,30,0,3976,1805,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,5,2021,2021046054,3,40.0148,-75.2064,1754,6,0,0,0,0,1,0,0,0,<Null>,0,0,0,17,1,2,1,0,40 00:53.458,<Null>,2,75 12:23.372,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,3,<Null>,1745,2,2,0,0,0,2,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
13,Point,1,30,0,4002,830,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,5,2021,2021048630,6,39.9521,-75.2056,827,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,8,1,0,1,0,39 57:07.498,<Null>,0,75 12:20.102,0,0,0,0,67301,0,0,0,N,0,0,0,3,67504,0,<Null>,1,98,N,N,0,<Null>,0,0,0,3,2,<Null>,825,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
14,Point,1,30,0,4637,1705,1,0,0,0,0,0,0,0,0,8,0,<Null>,67,6,2021,2021052646,3,39.9513,-75.1991,1704,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,17,1,1,1,0,39 57:04.584,<Null>,0,75 11:56.878,3,0,0,0,67301,1,0,0,N,1,0,0,2,67504,0,<Null>,1,9,N,N,0,<Null>,1,0,0,3,2,<Null>,1701,1,2,0,0,1,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,4,<Null>,N,<Null>
15,Point,1,30,0,4749,920,0,0,0,0,0,0,0,0,0,8,1,<Null>,67,6,2021,2021051055,6,39.9487,-75.1894,919,6,0,0,0,0,0,0,0,0,<Null>,0,1,0,9,1,1,0,0,39 56:55.400,<Null>,3,75 11:21.800,8,0,0,0,67301,1,0,0,N,1,0,0,2,67504,0,<Null>,1,1,<Null>,<Null>,0,<Null>,0,0,0,3,2,<Null>,900,1,2,0,0,0,1,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,Y
16,Point,1,30,0,5470,1736,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,5,2021,2021040900,5,39.9489,-75.1897,1726,6,0,0,0,0,0,0,1,0,<Null>,0,0,0,17,1,0,2,0,39 56:55.978,<Null>,3,75 11:22.808,0,0,0,0,67301,0,0,0,N,0,0,0,2,67504,0,<Null>,1,1,N,N,1,<Null>,0,0,0,3,2,<Null>,1726,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
18,Point,1,30,0,5799,1412,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021109103,7,39.9521,-75.2056,1412,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,14,1,0,1,0,39 57:07.498,<Null>,0,75 12:20.102,9,0,0,0,67301,0,0,0,N,0,0,0,4,67504,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1412,0,2,0,0,0,0,2,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,4,<Null>,N,<Null>
19,Point,1,30,0,5805,2000,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,3,2021,2021022711,2,39.9474,-75.1876,1941,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,3,1,1,0,39 56:50.808,<Null>,8,75 11:15.478,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,<Null>,1930,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
20,Point,1,30,0,6148,2106,1,0,0,0,0,0,0,0,0,8,0,<Null>,67,9,2021,2021101325,5,39.951,-75.1972,2105,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,21,3,1,0,0,39 57:03.660,<Null>,0,75 11:49.760,3,0,0,0,67301,1,0,0,N,1,0,0,4,67504,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,2104,1,2,0,0,2,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N
21,Point,1,30,0,6236,1252,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021097797,2,39.9521,-75.2056,1250,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,12,1,2,1,0,39 57:07.498,<Null>,0,75 12:20.102,3,0,0,0,67301,0,0,0,N,0,0,0,2,67504,1,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,1250,2,2,0,0,0,0,0,3,1,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
22,Point,1,30,0,6274,1310,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,2,2021,2021020092,1,40.0099,-75.1964,1310,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,0,1,1,40 00:35.528,2,0,75 11:47.178,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,0,3,2,N,1300,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1400,7,4,<Null>,N,<Null>
23,Point,1,30,0,6321,1945,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,11,2021,2021108066,1,39.9468,-75.1868,1942,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,3,1,0,0,39 56:48.630,<Null>,3,75 11:12.400,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,4,1,N,N,0,<Null>,1,0,0,0,0,<Null>,1939,1,1,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N
24,Point,1,30,0,6327,1700,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,9,2021,2021087573,4,39.9491,-75.213,1650,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,22,3,1,1,0,39 56:56.653,<Null>,0,75 12:46.547,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,1,<Null>,1,0,0,3,2,<Null>,2200,1,2,0,0,0,0,1,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>
25,Point,1,30,0,6557,731,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021103668,6,39.9475,-75.1877,727,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,7,1,1,1,0,39 56:50.944,<Null>,8,75 11:15.670,3,0,0,0,67301,0,0,0,N,0,0,0,4,67504,0,<Null>,1,9,N,N,0,<Null>,1,0,1,3,2,<Null>,727,1,2,0,0,0,0,0,3,1,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,7,<Null>,N,<Null>
26,Point,1,30,0,7363,1353,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,7,2021,2021063911,7,39.9504,-75.1926,1350,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,0,1,2,39 57:01.584,4,0,75 11:33.305,0,0,0,0,67301,0,0,0,N,0,0,0,3,67504,0,<Null>,1,1,N,N,0,<Null>,0,0,2,3,2,Y,1348,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1425,3,<Null>,<Null>,N,<Null>
27,Point,1,30,0,7416,1040,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,11,2021,2021107189,6,39.9513,-75.1991,1036,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,10,1,0,1,0,39 57:04.636,<Null>,0,75 11:57.326,0,0,0,0,67301,0,0,0,N,0,0,0,2,67504,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1036,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
29,Point,1,30,0,8500,845,0,0,0,1,0,0,0,0,0,5,0,<Null>,67,11,2021,2021110386,4,39.9526,-75.2095,843,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,8,1,1,0,0,39 57:09.200,<Null>,0,75 12:34.300,3,0,0,0,67301,2,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,0,0,<Null>,838,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N
30,Point,1,30,0,9150,2100,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,10,2021,2021105321,1,40.0092,-75.1967,2045,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,20,3,1,1,0,40 00:33.243,<Null>,0,75 11:48.753,2,0,0,0,67301,1,0,1,N,1,0,1,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,1,1,3,2,<Null>,2025,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
31,Point,1,30,0,9297,752,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,9,2021,2021096341,2,39.9504,-75.1926,752,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,7,1,1,1,0,39 57:01.592,<Null>,0,75 11:33.415,4,0,0,0,67301,1,0,0,N,1,0,0,2,67504,1,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,752,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>
32,Point,1,30,0,9372,908,1,0,0,1,0,0,0,0,0,4,0,<Null>,67,9,2021,2021094212,6,39.9504,-75.1926,908,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,3,3,1,1,0,39 57:01.584,<Null>,0,75 11:33.305,3,0,0,0,67301,1,0,0,N,0,0,0,2,67504,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,315,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
33,Point,1,30,0,9730,854,1,0,0,0,0,0,0,0,0,5,0,<Null>,67,8,2021,2021078502,7,39.9528,-75.2118,839,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,8,1,0,0,0,39 57:10.140,<Null>,0,75 12:42.320,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,0,0,<Null>,822,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N
34,Point,1,30,0,9898,705,1,0,0,0,0,0,0,0,0,5,0,<Null>,67,12,2021,2021124085,7,40.0149,-75.2067,655,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,6,5,0,0,1,40 00:53.677,2,0,75 12:24.223,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,0,0,0,N,630,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,815,7,<Null>,<Null>,N,N
35,Point,1,30,0,9899,533,0,0,0,0,0,0,0,0,0,2,0,<Null>,67,9,2021,2021094211,2,39.9503,-75.1917,530,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,5,3,1,1,0,39 57:01.078,<Null>,0,75 11:30.262,8,0,0,1,67301,0,0,0,N,0,0,0,2,67504,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,528,1,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>
36,Point,1,30,0,10058,1925,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,9,2021,2021091009,1,40.0151,-75.2073,1917,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,2,1,0,0,40 00:54.224,<Null>,0,75 12:26.134,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,0,0,<Null>,1917,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N
